iteration.end	fileName.end	atEnd.end	density.thresholdGen.end	frequencies.thresholdGen.end	K_maxValue.end	coverage_maxValue.end	proportion_bounds_logP.end	q_bounds_logP.end	maxMortality.end	slope.end	resistanceGain.end	R.end	fitnessPenalty.end
4855	scenarios.txt	FALSE	30	9	11002.9	0.749893	-4.67685	-5.84353	0.967079	8.70319	0.51443	45.915	0.356019
4856	scenarios.txt	FALSE	30	16	17672.1	0.453961	-5.07575	-4.32544	0.960829	4.20103	0.86053	18.2582	0.112668
4857	scenarios.txt	FALSE	30	30	17468.4	0.120008	-5.73343	-5.45408	0.922244	2.30156	0.107864	18.9612	0.124825
4858	scenarios.txt	FALSE	5	27	14523.5	0.249677	-5.52762	-5.57393	0.978509	4.77406	0.896869	45.5488	0.161807
4859	scenarios.txt	FALSE	30	25	18185.9	0.575786	-2.42537	-5.05337	0.941966	9.67953	0.572123	23.6516	0.0917235
4860	scenarios.txt	FALSE	30	30	16009.5	0.468008	-2.22496	-5.7682	0.916791	4.10781	0.201412	7.44439	0.0598487
4861	scenarios.txt	FALSE	30	30	10180.2	0.339758	-2.21125	-4.07144	0.915767	7.41138	0.174205	3.71938	0.139072
4862	scenarios.txt	FALSE	5	30	17757.8	0.285411	-4.24806	-4.57623	0.957028	1.26753	0.891901	38.1392	0.0453098
4863	scenarios.txt	FALSE	30	13	16564.5	0.345598	-5.63046	-4.57032	0.902552	8.73727	0.873641	12.68	0.00023111
4864	scenarios.txt	FALSE	16	30	18794.8	0.532769	-4.57568	-4.19962	0.980306	3.83731	0.621874	46.9658	0.088575
4865	scenarios.txt	FALSE	30	10	11521.3	0.707172	-5.27868	-4.20448	0.908853	6.09531	0.864792	37.5149	0.205714
4866	scenarios.txt	FALSE	30	22	15477.7	0.372027	-4.545	-4.54269	0.946167	5.29163	0.849502	20.5705	0.317864
4867	scenarios.txt	FALSE	30	15	15575.4	0.60382	-4.55948	-5.43301	0.978152	9.27016	0.462707	31.6784	0.08122
4868	scenarios.txt	FALSE	30	11	18100.7	0.816898	-4.91663	-4.85622	0.973876	7.09152	0.660315	32.7331	0.251327
4869	scenarios.txt	FALSE	30	15	18728	0.527509	-4.39348	-5.78811	0.928957	5.936	0.700586	6.22858	0.00633142
4870	scenarios.txt	FALSE	5	17	13937.5	0.811794	-2.58417	-5.62861	0.946497	3.18963	0.876415	41.0545	0.0665195
4871	scenarios.txt	FALSE	30	30	16283.4	0.15191	-5.82575	-5.67854	0.944386	2.38559	0.603626	7.17564	0.316978
4872	scenarios.txt	FALSE	30	8	13306.8	0.84891	-3.62305	-5.2243	0.954852	8.39225	0.776363	16.9313	0.261796
4873	scenarios.txt	FALSE	12	28	14372.3	0.582491	-4.18808	-4.92532	0.955975	3.41439	0.518245	23.1837	0.0809945
4874	scenarios.txt	FALSE	28	30	11851.5	0.301622	-5.07691	-4.12857	0.930003	1.80984	0.651029	28.5733	0.24738
4875	scenarios.txt	FALSE	8	10	19777.8	0.713627	-3.52501	-5.28702	0.979557	5.51696	0.627017	22.7618	0.134673
4876	scenarios.txt	FALSE	30	10	18237.5	0.544555	-2.90223	-5.6321	0.98985	7.46866	0.483898	14.3847	0.282408
4877	scenarios.txt	FALSE	30	13	17115.1	0.690775	-4.16762	-5.44079	0.98621	9.74319	0.192907	23.0583	0.257931
4878	scenarios.txt	FALSE	24	30	18397.4	0.324923	-5.97525	-5.90033	0.965027	6.35477	0.488349	42.7228	0.069725
4879	scenarios.txt	FALSE	30	11	10030.2	0.697841	-5.92072	-5.10048	0.958374	7.62098	0.373267	20.8018	0.0444308
4880	scenarios.txt	FALSE	30	8	19253.5	0.779154	-5.41184	-4.30939	0.957155	6.44434	0.409643	24.5862	0.0400518
4881	scenarios.txt	FALSE	8	30	19599.8	0.426118	-4.40623	-4.7607	0.939366	8.98256	0.46352	27.2755	0.376387
4882	scenarios.txt	FALSE	6	30	18875.7	0.851806	-5.28293	-5.66944	0.941597	1.08657	0.834177	29.5894	0.106383
4883	scenarios.txt	FALSE	30	10	11829.2	0.658793	-2.85983	-4.01578	0.910208	7.40795	0.544816	15.6458	0.200492
4884	scenarios.txt	FALSE	30	16	18329	0.448265	-5.00426	-4.70407	0.923356	6.49003	0.535895	13.5711	0.247161
4885	scenarios.txt	FALSE	30	26	15806.9	0.672395	-2.37551	-5.45218	0.986893	3.58803	0.658895	3.63733	0.282895
4886	scenarios.txt	FALSE	30	30	19294.6	0.102625	-4.61449	-5.72907	0.9697	2.66489	0.119604	4.02547	0.273051
4887	scenarios.txt	FALSE	30	30	14478	0.32251	-3.0242	-4.6611	0.934371	2.33742	0.772856	3.77257	0.256256
4888	scenarios.txt	FALSE	19	30	14844.1	0.603028	-2.2432	-4.48518	0.90494	6.83816	0.162077	48.4011	0.150314
4889	scenarios.txt	FALSE	30	30	13981.8	0.640705	-3.67482	-4.09292	0.955451	3.00729	0.198287	2.66549	0.0948646
4890	scenarios.txt	FALSE	30	30	10044.9	0.159601	-2.22864	-4.98813	0.966205	9.23127	0.647565	25.5507	0.0353898
4891	scenarios.txt	FALSE	30	20	16352.9	0.665356	-2.4775	-4.76594	0.90939	5.16992	0.332485	24.8567	0.312767
4892	scenarios.txt	FALSE	30	30	12387.7	0.15092	-3.17142	-4.10788	0.9717	7.34414	0.552354	19.3962	0.163287
4893	scenarios.txt	FALSE	9	30	19606.9	0.321544	-2.73335	-5.42227	0.975007	4.37851	0.889346	31.955	0.138755
4894	scenarios.txt	FALSE	30	24	12070.4	0.166825	-4.5058	-5.21754	0.981945	8.82962	0.782901	6.18642	0.0304761
4895	scenarios.txt	FALSE	30	30	11497.5	0.290361	-2.09063	-4.15444	0.929256	6.50848	0.556041	8.18136	0.295151
4896	scenarios.txt	FALSE	30	15	19703.2	0.610658	-3.65345	-5.25898	0.948326	5.82376	0.513471	16.4273	0.36876
4897	scenarios.txt	FALSE	18	30	19743.6	0.138012	-2.98615	-4.8973	0.976569	8.20988	0.886077	28.8343	0.274636
4898	scenarios.txt	FALSE	30	30	13149.2	0.123497	-3.64527	-5.78729	0.938324	2.31689	0.44492	22.9157	0.353043
4899	scenarios.txt	FALSE	30	11	11014.1	0.720759	-5.55714	-4.33972	0.960371	9.03575	0.345438	16.5953	0.0749066
4900	scenarios.txt	FALSE	30	25	16274.2	0.608232	-4.46368	-5.43631	0.955007	8.59526	0.121167	19.1354	0.211653
4901	scenarios.txt	FALSE	13	30	17163.5	0.869314	-5.24323	-4.12251	0.942786	2.00752	0.222144	33.8921	0.117181
4902	scenarios.txt	FALSE	21	30	11887	0.106192	-4.31253	-5.33817	0.989662	2.69624	0.257454	29.4469	0.348642
4903	scenarios.txt	FALSE	30	30	10475.2	0.363867	-3.64888	-4.53941	0.980064	6.37101	0.130554	15.81	0.29541
4904	scenarios.txt	FALSE	5	30	18957.2	0.327206	-5.2642	-4.9188	0.943658	1.37008	0.599468	22.7081	0.386583
4905	scenarios.txt	FALSE	30	30	15546	0.599116	-2.39688	-5.4656	0.920657	2.09732	0.185122	29.5024	0.147018
4906	scenarios.txt	FALSE	30	15	18640.7	0.72248	-4.89394	-4.58592	0.986289	7.92854	0.110613	16.8333	0.276182
4907	scenarios.txt	FALSE	30	14	10269.6	0.808054	-4.37378	-5.48528	0.955715	6.9312	0.691649	5.38639	0.322487
4908	scenarios.txt	FALSE	30	11	14513.8	0.689169	-3.69271	-5.18795	0.927766	9.85507	0.656721	37.5516	0.288741
4909	scenarios.txt	FALSE	30	14	11231	0.826914	-3.11587	-4.58906	0.917265	7.63943	0.382926	29.6328	0.311059
4910	scenarios.txt	FALSE	27	30	19285.8	0.12894	-2.20383	-5.26306	0.952323	7.55165	0.73116	19.6569	0.148283
4911	scenarios.txt	FALSE	17	30	14149.8	0.45687	-3.05751	-4.58602	0.958588	5.43209	0.147917	39.6268	0.337277
4912	scenarios.txt	FALSE	30	11	10557.3	0.458401	-3.26417	-4.21723	0.906002	9.23743	0.774158	37.7181	0.115819
4913	scenarios.txt	FALSE	30	30	12875.4	0.470157	-4.08089	-4.08264	0.908972	5.01331	0.140421	32.2223	0.147911
4914	scenarios.txt	FALSE	30	30	17296.2	0.471506	-4.68876	-4.39372	0.911628	1.87259	0.459411	12.2041	0.250921
4915	scenarios.txt	FALSE	15	10	15460.5	0.841226	-2.21837	-5.7782	0.940776	7.80588	0.810815	36.6891	0.0900406
4916	scenarios.txt	FALSE	30	29	12321.2	0.220367	-4.33366	-4.10127	0.92214	6.69575	0.453582	36.447	0.0719984
4917	scenarios.txt	FALSE	30	30	13199.9	0.230674	-2.0738	-4.99976	0.984926	1.91797	0.536445	24.5513	0.176176
4918	scenarios.txt	FALSE	20	30	18269.6	0.104739	-4.98927	-5.64802	0.95069	5.77595	0.541307	36.0024	0.018863
4919	scenarios.txt	FALSE	30	8	16299.5	0.820214	-3.50289	-4.68266	0.934434	6.99461	0.807664	28.4346	0.276639
4920	scenarios.txt	FALSE	30	25	18849.6	0.241005	-3.54283	-5.7979	0.981647	9.45861	0.668528	22.0264	0.354913
4921	scenarios.txt	FALSE	30	30	14976.5	0.288634	-3.44471	-5.3461	0.956508	2.04854	0.71836	35.0463	0.356653
4922	scenarios.txt	FALSE	19	9	17194.9	0.523995	-4.15195	-4.78665	0.97274	7.79694	0.752892	38.5872	0.163726
4923	scenarios.txt	FALSE	3	30	17402.7	0.224802	-2.66413	-5.37738	0.934274	6.57727	0.447314	35.2954	0.00544487
4924	scenarios.txt	FALSE	30	13	10665.7	0.786678	-2.11342	-4.43426	0.989947	5.0237	0.847741	5.59118	0.206435
4925	scenarios.txt	FALSE	30	16	13791	0.738953	-2.7878	-4.85218	0.903375	7.96602	0.404987	17.3713	0.315585
4926	scenarios.txt	FALSE	30	19	17275.8	0.372896	-3.20697	-4.13459	0.965644	6.23979	0.678347	3.87353	0.195493
4927	scenarios.txt	FALSE	30	9	16885.7	0.462941	-5.70015	-4.76753	0.964059	9.17556	0.638346	10.2371	0.260494
4928	scenarios.txt	FALSE	30	23	16751.7	0.452569	-2.09862	-5.46133	0.988468	4.90556	0.739018	12.651	0.00802601
4929	scenarios.txt	FALSE	30	30	10567	0.50915	-3.71175	-5.97806	0.915334	2.1226	0.136975	6.39008	0.257172
4930	scenarios.txt	FALSE	30	30	11343.9	0.109079	-4.43216	-5.89758	0.902135	9.33304	0.367276	4.39675	0.379839
4931	scenarios.txt	FALSE	30	30	17912.6	0.568123	-3.11114	-5.75545	0.962127	3.79757	0.303442	24.451	0.382839
4932	scenarios.txt	FALSE	30	30	19872	0.142448	-2.15485	-4.72928	0.904253	1.43101	0.836752	8.60151	0.277718
4933	scenarios.txt	FALSE	30	21	18911.8	0.64529	-3.14155	-4.86624	0.969543	6.53838	0.175656	16.7305	0.0264161
4934	scenarios.txt	FALSE	30	30	19511	0.114388	-3.80906	-4.44788	0.967258	7.13647	0.759522	3.96506	0.101352
4935	scenarios.txt	FALSE	30	30	12028.7	0.184845	-2.35704	-5.08363	0.932945	6.33927	0.652461	25.4636	0.0673343
4936	scenarios.txt	FALSE	30	15	12430.8	0.641181	-3.91785	-5.12596	0.916298	6.71562	0.666474	40.202	0.106979
4937	scenarios.txt	FALSE	9	27	16706.5	0.254405	-5.47328	-4.98704	0.910061	9.94958	0.384125	47.8221	0.239309
4938	scenarios.txt	FALSE	30	30	12621.6	0.126713	-5.74543	-5.54383	0.980196	3.86938	0.432162	41.2761	0.285945
4939	scenarios.txt	FALSE	7	30	18125	0.882091	-4.11456	-5.7234	0.97648	1.24433	0.673584	40.7532	0.0559323
4940	scenarios.txt	FALSE	20	30	19668.1	0.10098	-3.88644	-4.34231	0.908676	9.08374	0.823496	25.403	0.123635
4941	scenarios.txt	FALSE	30	30	18431.5	0.191752	-3.29475	-4.80519	0.93322	2.70293	0.231426	6.69225	0.263473
4942	scenarios.txt	FALSE	16	22	18605.9	0.430567	-5.85246	-5.29534	0.917874	8.75831	0.585444	17.1367	0.0346736
4943	scenarios.txt	FALSE	30	13	15128.5	0.323966	-2.51973	-4.52013	0.936067	9.17109	0.810374	32.688	0.390228
4944	scenarios.txt	FALSE	25	14	16951.6	0.595544	-3.28184	-4.43664	0.924894	6.72679	0.368189	30.5181	0.153418
4945	scenarios.txt	FALSE	30	30	10991.9	0.225924	-3.19905	-4.67009	0.923914	2.84545	0.614269	23.813	0.177913
4946	scenarios.txt	FALSE	30	16	11874.6	0.628955	-3.50588	-4.82999	0.925479	5.70687	0.523406	6.01909	0.16541
4947	scenarios.txt	FALSE	11	30	15625.2	0.444676	-3.56007	-4.91786	0.902863	8.41272	0.133787	43.4123	0.335475
4948	scenarios.txt	FALSE	30	18	13420.3	0.743615	-4.94045	-4.61032	0.935992	3.85168	0.353629	9.36739	0.318882
4949	scenarios.txt	FALSE	7	30	18357.3	0.803664	-2.71469	-5.01836	0.900343	1.76193	0.298172	49.1905	0.207275
4950	scenarios.txt	FALSE	30	15	10895	0.807779	-2.85415	-5.86968	0.965927	2.85652	0.848016	31.0606	0.0508088
4951	scenarios.txt	FALSE	30	12	19955	0.890142	-5.0668	-4.22042	0.951269	4.46448	0.322274	33.599	0.0846016
4952	scenarios.txt	FALSE	13	30	11772	0.193655	-3.70445	-4.58295	0.956025	2.04111	0.562845	34.9607	0.331148
4953	scenarios.txt	FALSE	7	30	16218.9	0.759539	-2.88173	-5.23984	0.930893	4.8523	0.124106	28.5313	0.296459
4954	scenarios.txt	FALSE	30	10	11748	0.659997	-5.36268	-5.73608	0.95977	9.9891	0.403142	25.8816	0.210149
4955	scenarios.txt	FALSE	30	21	15505.5	0.291122	-4.14765	-4.68453	0.921082	6.55229	0.857032	6.87384	0.248487
4956	scenarios.txt	FALSE	18	30	16943.7	0.4752	-5.78749	-5.75808	0.9628	2.50302	0.790797	41.1267	0.0221884
4957	scenarios.txt	FALSE	4	30	19558.5	0.172258	-4.87107	-5.90744	0.925163	2.06293	0.139175	45.6383	0.245461
4958	scenarios.txt	FALSE	30	18	11427.7	0.650174	-2.30806	-4.38856	0.914982	5.50871	0.644017	26.2612	0.360183
4959	scenarios.txt	FALSE	30	16	11441.1	0.703406	-2.34853	-5.03944	0.952103	3.64683	0.83471	31.1297	0.198432
4960	scenarios.txt	FALSE	30	30	10581.8	0.239721	-2.26814	-4.72729	0.919213	4.20499	0.404545	15.2084	0.174454
4961	scenarios.txt	FALSE	30	13	13259	0.795327	-4.79172	-5.43969	0.970236	6.66644	0.310021	12.5225	0.0942264
4962	scenarios.txt	FALSE	13	30	16604.7	0.69959	-2.58979	-4.27359	0.936468	1.98001	0.867397	29.0966	0.326519
4963	scenarios.txt	FALSE	30	30	17123.4	0.273755	-3.79344	-5.60868	0.956322	4.08428	0.191468	24.7678	0.231866
4964	scenarios.txt	FALSE	30	30	16445.7	0.249193	-2.45069	-4.53292	0.981241	6.66093	0.243721	11.8184	0.0820294
4965	scenarios.txt	FALSE	30	30	13625.4	0.174098	-2.52412	-5.90538	0.973091	7.87502	0.516316	12.772	0.305668
4966	scenarios.txt	FALSE	30	22	13138.1	0.206057	-3.80229	-4.18928	0.921723	8.54553	0.839167	44.3589	0.196805
4967	scenarios.txt	FALSE	30	30	11121.2	0.410193	-5.77359	-4.22628	0.98709	1.00195	0.365241	9.90505	0.396524
4968	scenarios.txt	FALSE	30	16	10122.9	0.444825	-5.35457	-4.73021	0.918197	7.28297	0.74205	46.0479	0.141515
4969	scenarios.txt	FALSE	30	19	17249.2	0.395778	-5.4665	-5.59834	0.909966	8.05445	0.350765	6.78836	0.0972914
4970	scenarios.txt	FALSE	30	30	17378.2	0.866651	-5.46151	-5.63148	0.94472	2.15117	0.38814	6.81096	0.267835
4971	scenarios.txt	FALSE	30	30	11111.7	0.546528	-5.90956	-5.68207	0.971389	3.48476	0.162675	38.2889	0.105701
4972	scenarios.txt	FALSE	5	30	17740.4	0.456056	-5.19869	-5.62356	0.910438	1.83797	0.47786	28.1932	0.241589
4973	scenarios.txt	FALSE	30	30	14038.5	0.634033	-3.75715	-4.37139	0.96625	3.02898	0.141261	6.45814	0.324081
4974	scenarios.txt	FALSE	30	25	17416.2	0.346023	-5.86569	-5.16399	0.98135	4.41987	0.817047	33.5588	0.280994
4975	scenarios.txt	FALSE	14	30	18347.3	0.835809	-2.89068	-4.96207	0.900176	2.45742	0.79204	41.8658	0.232156
4976	scenarios.txt	FALSE	30	30	17817.3	0.182043	-3.04709	-5.83571	0.946283	7.04993	0.314776	49.3981	0.0424535
4977	scenarios.txt	FALSE	20	9	19094.9	0.588178	-3.32563	-4.82259	0.980645	7.99205	0.707922	26.4276	0.00954826
4978	scenarios.txt	FALSE	30	7	12268.8	0.824614	-2.33123	-4.12554	0.920717	6.73759	0.846171	15.8821	0.225956
4979	scenarios.txt	FALSE	30	14	11028	0.553628	-5.05395	-4.52847	0.927379	3.86104	0.812607	13.133	0.288962
4980	scenarios.txt	FALSE	30	30	10844.6	0.52078	-5.0707	-5.59742	0.970703	4.52107	0.597468	21.6537	0.387622
4981	scenarios.txt	FALSE	30	30	16794.8	0.379588	-2.01239	-5.70229	0.930088	1.27445	0.461825	5.97565	0.0971036
4982	scenarios.txt	FALSE	30	30	13032.2	0.115782	-3.51501	-4.1039	0.945671	3.09089	0.299696	22.4848	0.279675
4983	scenarios.txt	FALSE	30	12	17522.8	0.821378	-5.54029	-5.74715	0.94863	9.7307	0.422725	44.9058	0.295893
4984	scenarios.txt	FALSE	8	30	18511.9	0.488749	-2.13169	-5.47934	0.971262	4.72073	0.443956	48.6888	0.215149
4985	scenarios.txt	FALSE	30	10	10655.8	0.337293	-3.94223	-4.77174	0.961441	8.28897	0.691149	42.7726	0.0630498
4986	scenarios.txt	FALSE	16	10	19693.3	0.83247	-4.20039	-5.99398	0.942516	9.18281	0.769563	47.1329	0.123115
4987	scenarios.txt	FALSE	30	16	11329.4	0.729664	-5.33834	-4.19689	0.911478	9.67125	0.157409	12.9864	0.156715
4988	scenarios.txt	FALSE	30	30	17937.5	0.385113	-3.52155	-5.20659	0.974877	7.998	0.12249	10.8192	0.0097878
4989	scenarios.txt	FALSE	30	30	10142.8	0.211111	-5.55498	-5.14616	0.921648	4.80339	0.390959	40.0971	0.0120639
4990	scenarios.txt	FALSE	30	24	11168.9	0.244545	-5.68729	-4.15082	0.983205	9.62506	0.437624	22.7985	0.290473
4991	scenarios.txt	FALSE	6	30	12342.6	0.427799	-3.09991	-5.91874	0.979827	2.73664	0.650213	43.4912	0.339532
4992	scenarios.txt	FALSE	30	30	12864	0.156618	-4.41597	-5.19256	0.977865	2.40554	0.892769	9.52161	0.360595
4993	scenarios.txt	FALSE	30	8	14123.5	0.552496	-3.45746	-5.15671	0.959233	7.75171	0.66208	34.4265	0.00280292
4994	scenarios.txt	FALSE	30	30	15036.3	0.857307	-5.79968	-5.76512	0.925709	1.79357	0.537784	17.0718	0.242348
4995	scenarios.txt	FALSE	30	30	10117.3	0.252192	-4.82735	-5.35722	0.936784	6.50469	0.374532	31.4909	0.333515
4996	scenarios.txt	FALSE	12	26	14220.7	0.723293	-5.98472	-4.47694	0.968008	2.3121	0.521971	45.3167	0.129141
4997	scenarios.txt	FALSE	25	10	19229.3	0.761196	-3.57385	-5.0703	0.927672	6.21849	0.851496	24.5064	0.16152
4998	scenarios.txt	FALSE	30	30	10076.4	0.742986	-4.19545	-4.80114	0.918979	4.84301	0.101006	26.851	0.283536
4999	scenarios.txt	FALSE	30	13	18739.2	0.68605	-5.19217	-4.46155	0.91878	8.62394	0.408406	34.7492	0.285304
5000	scenarios.txt	FALSE	30	10	17309.1	0.758616	-3.55771	-4.85128	0.965307	8.24363	0.356991	30.1296	0.240089
5001	scenarios.txt	FALSE	30	29	17037.6	0.421791	-5.41279	-4.71515	0.94293	4.26777	0.554816	2.88451	0.308643
5002	scenarios.txt	FALSE	30	15	16241.8	0.696487	-3.30249	-5.40531	0.950833	7.49189	0.487851	5.47494	0.0548683
5003	scenarios.txt	FALSE	30	30	18368.9	0.860387	-4.74961	-5.59037	0.977793	2.62604	0.153333	43.2917	0.237635
5004	scenarios.txt	FALSE	30	13	10020	0.392605	-3.10785	-4.90972	0.931696	9.47049	0.842647	12.2786	0.166807
5005	scenarios.txt	FALSE	30	30	10469.7	0.259846	-5.77909	-5.83758	0.934689	2.08609	0.251552	10.9102	0.126512
5006	scenarios.txt	FALSE	30	30	14009.4	0.494637	-3.93803	-5.52566	0.979046	4.17735	0.507323	41.7727	0.325507
5007	scenarios.txt	FALSE	30	12	12259.3	0.629671	-2.92731	-4.28883	0.975733	7.45198	0.55098	10.7548	0.277259
5008	scenarios.txt	FALSE	30	16	16983.7	0.774284	-5.08749	-5.83924	0.926961	7.03104	0.261863	47.779	0.199441
5009	scenarios.txt	FALSE	30	30	16195.1	0.420356	-4.17732	-5.58229	0.965801	8.75542	0.114985	16.1865	0.263793
5010	scenarios.txt	FALSE	30	30	14555.2	0.402962	-3.89799	-4.6874	0.92903	2.5436	0.865683	23.9035	0.13747
5011	scenarios.txt	FALSE	30	30	16310.1	0.21354	-2.03363	-5.10505	0.978413	7.01627	0.768655	6.16122	0.335805
5012	scenarios.txt	FALSE	30	10	10961.9	0.81412	-4.64346	-4.43248	0.909788	7.51801	0.893505	7.18543	0.0790593
5013	scenarios.txt	FALSE	29	30	12745.7	0.675463	-5.30084	-5.97771	0.940342	5.45225	0.163379	39.3726	0.087225
5014	scenarios.txt	FALSE	30	14	13241.3	0.45112	-5.7812	-5.1727	0.960686	9.29364	0.223471	48.0092	0.0649537
5015	scenarios.txt	FALSE	30	14	18001.8	0.656725	-3.60222	-5.38989	0.947217	9.53927	0.360177	30.2973	0.39515
5016	scenarios.txt	FALSE	4	30	12702.6	0.17881	-3.33019	-5.25106	0.937855	7.8846	0.401309	49.0864	0.39932
5017	scenarios.txt	FALSE	20	18	14984.5	0.587722	-5.23557	-4.75054	0.945187	3.36766	0.751015	27.9146	0.0372618
5018	scenarios.txt	FALSE	30	11	19884.4	0.882495	-5.72132	-5.71225	0.911371	8.88211	0.528824	11.1736	0.13247
5019	scenarios.txt	FALSE	10	30	13641.3	0.184521	-2.82796	-5.96065	0.942122	2.13903	0.372566	45.1722	0.10767
5020	scenarios.txt	FALSE	15	12	19810.9	0.464799	-2.18534	-5.47484	0.921289	8.31629	0.866582	43.7236	0.297626
5021	scenarios.txt	FALSE	14	10	17229	0.461358	-5.70489	-5.46889	0.988624	6.86148	0.712953	49.5526	0.182558
5022	scenarios.txt	FALSE	30	13	18777.1	0.466862	-4.19821	-4.71228	0.907774	6.56234	0.824888	6.30901	0.100184
5023	scenarios.txt	FALSE	30	12	14060.6	0.623546	-5.56575	-4.38749	0.975173	4.89621	0.724203	7.29257	0.0858145
5024	scenarios.txt	FALSE	19	30	16970.7	0.877138	-4.58428	-4.19297	0.945795	1.54486	0.48644	33.5277	0.343481
5025	scenarios.txt	FALSE	30	30	13284.5	0.369372	-2.44389	-4.30328	0.921496	5.89227	0.382348	24.4151	0.361853
5026	scenarios.txt	FALSE	30	30	10376.6	0.329417	-5.60902	-4.81822	0.9751	2.17266	0.657778	41.1735	0.353395
5027	scenarios.txt	FALSE	26	30	10107.2	0.307013	-2.45573	-4.21205	0.985132	3.17175	0.688479	44.0118	0.308125
5028	scenarios.txt	FALSE	30	9	16454.1	0.44253	-4.31673	-5.69922	0.962322	9.65364	0.760193	26.1767	0.292325
5029	scenarios.txt	FALSE	3	30	17476.7	0.181583	-2.63643	-4.45178	0.938415	8.60444	0.222424	44.7652	0.0125857
5030	scenarios.txt	FALSE	4	30	18080.3	0.157854	-4.73002	-4.9926	0.941766	5.63979	0.170802	42.1505	0.0593055
5031	scenarios.txt	FALSE	30	30	17051.5	0.324489	-3.54856	-5.79532	0.925589	1.52926	0.555599	16.5496	0.0457615
5032	scenarios.txt	FALSE	30	30	17454.7	0.154181	-2.57495	-5.95886	0.94427	4.45101	0.419498	7.77449	0.127303
5033	scenarios.txt	FALSE	17	30	14865.7	0.266857	-5.38237	-4.94419	0.957394	4.83034	0.484407	44.1651	0.125842
5034	scenarios.txt	FALSE	30	11	12124.1	0.716185	-2.49404	-5.16923	0.915746	9.87536	0.493014	10.0501	0.270835
5035	scenarios.txt	FALSE	30	27	18062.9	0.286925	-4.93947	-5.14212	0.986352	4.57497	0.678992	12.2594	0.270129
5036	scenarios.txt	FALSE	30	18	14186.4	0.756304	-4.84499	-4.36522	0.946802	2.52621	0.725458	5.44258	0.133499
5037	scenarios.txt	FALSE	30	30	18520.8	0.286022	-3.43371	-5.65351	0.938569	5.83135	0.349995	4.59006	0.241002
5038	scenarios.txt	FALSE	30	30	13417.1	0.195564	-5.27159	-4.47075	0.933952	9.97158	0.300644	19.5142	0.184724
5039	scenarios.txt	FALSE	30	30	14400.2	0.128313	-3.32332	-5.02476	0.930685	4.61074	0.220811	41.2334	0.229291
5040	scenarios.txt	FALSE	30	30	10361.3	0.187168	-2.27657	-5.8674	0.979886	7.29178	0.296663	42.9525	0.0423487
5041	scenarios.txt	FALSE	30	25	13335	0.506679	-3.86948	-5.56704	0.910157	6.18675	0.353306	12.8228	0.0690315
5042	scenarios.txt	FALSE	30	30	11658.4	0.310543	-4.85981	-5.83334	0.987129	5.54092	0.253273	28.2688	0.0655395
5043	scenarios.txt	FALSE	30	25	17710.2	0.729267	-5.83109	-5.69439	0.95327	2.7207	0.501404	35.597	0.0486803
5044	scenarios.txt	FALSE	30	30	17438.9	0.121195	-5.11498	-5.05572	0.908521	8.77552	0.451445	11.6929	0.298062
5045	scenarios.txt	FALSE	30	30	18813.8	0.164693	-2.40089	-5.77248	0.938042	1.4037	0.114248	14.4848	0.071288
5046	scenarios.txt	FALSE	30	25	13503.3	0.375215	-5.45914	-5.66248	0.933912	5.58475	0.871938	25.2305	0.209105
5047	scenarios.txt	FALSE	30	30	12094.3	0.847906	-3.7455	-4.23118	0.932824	4.71229	0.195803	22.2402	0.254493
5048	scenarios.txt	FALSE	30	9	13888.1	0.593587	-4.17244	-5.5153	0.955129	8.40309	0.875771	36.6155	0.352252
5049	scenarios.txt	FALSE	30	30	19120.5	0.238198	-5.17536	-4.83377	0.972316	9.05867	0.334164	39.8998	0.314429
5050	scenarios.txt	FALSE	20	30	11644.3	0.428344	-5.58492	-4.04018	0.916551	3.97589	0.326807	45.9851	0.142732
5051	scenarios.txt	FALSE	14	30	16589.6	0.315966	-4.61876	-5.74496	0.923667	4.83794	0.123348	44.6293	0.0393831
5052	scenarios.txt	FALSE	30	30	10684.8	0.100477	-4.0651	-5.31101	0.910535	3.15779	0.656866	5.88235	0.0739283
5053	scenarios.txt	FALSE	30	16	17010.4	0.404142	-4.42088	-4.26437	0.971462	9.3099	0.449706	9.68106	0.343927
5054	scenarios.txt	FALSE	30	30	13106.9	0.528157	-3.90529	-5.77196	0.906144	5.73086	0.622487	26.7337	0.395812
5055	scenarios.txt	FALSE	30	30	17836	0.385847	-5.82268	-5.38276	0.978261	3.72904	0.284357	22.9427	0.351518
5056	scenarios.txt	FALSE	30	30	12223.2	0.496521	-4.30169	-5.02027	0.93889	3.32716	0.362613	2.4574	0.249092
5057	scenarios.txt	FALSE	10	16	15943.8	0.503119	-4.84167	-5.67006	0.969898	7.60664	0.817803	37.9594	0.172887
5058	scenarios.txt	FALSE	30	10	18554.6	0.804919	-5.76437	-5.73505	0.976408	7.71239	0.61803	10.0084	0.21369
5059	scenarios.txt	FALSE	30	16	19988.5	0.649179	-3.90867	-5.91348	0.924359	9.02272	0.197383	13.9319	0.0110223
5060	scenarios.txt	FALSE	30	9	13688	0.653644	-4.38205	-4.95448	0.961836	5.94633	0.602564	46.6571	0.354477
5061	scenarios.txt	FALSE	30	25	13707.9	0.838102	-5.69682	-4.65272	0.948459	3.63876	0.291066	40.0274	0.29866
